arrival_time (minutes),event_type,c1 average input rate,c2 average input rate,c3 average input rate,p1 throughput,p2 throughput,p3 throughput,ins1 blocked time,ins2 blocked time,ws1 idle time,ws2 idle time,ws3 idle time,c1_ws1 occp,c1_ws2 occp,c1_ws3 occp,c2_ws2 occp,c3_ws3 occp,c1 used,c2 used,c3 used,ins1 state,ins2 state,c1_ws1 capacity,c1_ws2 capacity,c3_ws3 capacity,c2_ws2 capacity,c3_ws3 capacity,ws1 state,ws2 state,ws3 state,p1 produced,p2 produced,p3 produced

0,ins1 started,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0

0,ins2 started for c2,0,0,0,0,0,0,-12.721,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0

4.712,ins2 end produce to c2_ws2,0.2122241086587436332767402377,0.2122241086587436332767402377,0E+3,0E+3,0E+3,0E+3,-8.009,0.000,4.712,4.712,4.712,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0

4.712,ins2 started for c2,0.2122241086587436332767402377,0.4244482173174872665534804754,0E+3,0E+3,0E+3,0E+3,-8.009,0.000,4.712,4.712,4.712,0,0,0,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0

12.721,ins1 end produce to c1_ws1,0.07861017215627702224667872023,0.1572203443125540444933574405,0E+3,0E+3,0E+3,0E+3,0.000,-12.800,12.721,12.721,12.721,0,0,0,0.6295888687996226711736498703,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0

12.721,ins1 started,0.1572203443125540444933574405,0.1572203443125540444933574405,0E+3,0E+3,0E+3,0E+3,0.000,-12.800,12.721,12.721,12.721,0,0,0,0.6295888687996226711736498703,0,2,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0

12.721,ws1 started,0.1572203443125540444933574405,0.1572203443125540444933574405,0E+3,0E+3,0E+3,0E+3,-23.558,-12.800,12.721,12.721,12.721,0,0,0,0.6295888687996226711736498703,0,2,2,0,1,2,0,0,0,1,0,1,0,0,0,0,0

25.521,ins2 end produce to c2_ws2,0.07836683515536225069550566200,0.07836683515536225069550566200,0E+3,0E+3,0E+3,0E+3,-10.758,0.000,25.521,25.521,25.521,0,0,0,0.8153677363739665373613886603,0,2,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0

25.521,ins2 started for c3,0.07836683515536225069550566200,0.07836683515536225069550566200,0.03918341757768112534775283100,0E+3,0E+3,0E+3,-10.758,0.000,25.521,25.521,25.521,0,0,0,0.8153677363739665373613886603,0,2,2,1,1,3,0,0,0,2,0,1,0,0,0,0,0

36.279,ins1 end produce to c1_ws1,0.05512831114418809779762396979,0.05512831114418809779762396979,0.02756415557209404889881198489,0E+3,0E+3,0E+3,0.000,-26.444,36.279,36.279,36.279,0,0,0,1.166652884588880619642217261,0,2,2,1,0,3,1,0,0,2,0,1,0,0,0,0,0

36.279,ins1 started,0.08269246671628214669643595468,0.05512831114418809779762396979,0.02756415557209404889881198489,0E+3,0E+3,0E+3,0.000,-26.444,36.279,36.279,36.279,0,0,0,1.166652884588880619642217261,0,3,2,1,1,3,1,0,0,2,0,1,0,0,0,0,0

43.228,ins1 end produce to c1_ws2,0.06939946331081706301471268622,0.04626630887387804200980845748,0.02313315443693902100490422874,0E+3,0E+3,0E+3,0.000,-19.495,43.228,43.228,43.228,0.1607522901822892569630794855,0,0,1.300615341908022577958730452,0,3,2,1,0,3,1,1,0,2,0,1,0,0,0,0,0

43.228,ins1 started,0.09253261774775608401961691496,0.04626630887387804200980845748,0.02313315443693902100490422874,0E+3,0E+3,0E+3,0.000,-19.495,43.228,43.228,43.228,0.1607522901822892569630794855,0,0,1.300615341908022577958730452,0,4,2,1,1,3,1,1,0,2,0,1,0,0,0,0,0

43.228,ws2 started,0.09253261774775608401961691496,0.04626630887387804200980845748,0.02313315443693902100490422874,0E+3,0E+3,0E+3,-3.141,-19.495,43.228,43.228,43.228,0.1607522901822892569630794855,0,0,1.300615341908022577958730452,0,4,2,1,1,3,1,0,0,1,0,1,1,0,0,0,0

46.369,ins1 end produce to c1_ws2,0.08626453018180249735814876318,0.04313226509090124867907438159,0.02156613254545062433953719080,0E+3,0E+3,0E+3,0.000,-16.354,46.369,46.369,46.369,0.2176022773835967995859302551,0,0,1.280251892428130863292285794,0,4,2,1,0,3,1,1,0,1,0,1,1,0,0,0,0

46.369,ins1 started,0.1078306627272531216976859540,0.04313226509090124867907438159,0.02156613254545062433953719080,0E+3,0E+3,0E+3,0.000,-16.354,46.369,46.369,46.369,0.2176022773835967995859302551,0,0,1.280251892428130863292285794,0,5,2,1,1,3,1,1,0,1,0,1,1,0,0,0,0

46.683,ws2 end produce to p2,0.1071053702632650001071053703,0.04284214810530600004284214811,0.02142107405265300002142107405,0E+3,0.02142107405265300002142107405,0E+3,-0.020,-16.040,46.683,46.683,46.683,0.2228648544438018122228648544,0.006726217252533042006726217253,0,1.278366857314225735278366857,0,5,2,1,1,3,1,1,0,1,0,1,0,0,0,1,0

46.683,ws2 started,0.1071053702632650001071053703,0.04284214810530600004284214811,0.02142107405265300002142107405,0E+3,0.02142107405265300002142107405,0E+3,-0.020,-16.040,46.683,46.683,46.683,0.2228648544438018122228648544,0.006726217252533042006726217253,0,1.278366857314225735278366857,0,5,2,1,1,3,1,0,0,0,0,1,1,0,0,1,0

46.703,ins1 end produce to c1_ws2,0.1070595036721409759544354752,0.04282380146885639038177419009,0.02141190073442819519088709505,0E+3,0.02141190073442819519088709505,0E+3,0.000,-16.020,46.703,46.703,46.703,0.2231976532556795066698070788,0.006723336830610453289938547845,0,1.277819412029205832601760058,0,5,2,1,0,3,1,1,0,0,0,1,1,0,0,1,0

46.703,ins1 started,0.1284714044065691711453225703,0.04282380146885639038177419009,0.02141190073442819519088709505,0E+3,0.02141190073442819519088709505,0E+3,0.000,-16.020,46.703,46.703,46.703,0.2231976532556795066698070788,0.006723336830610453289938547845,0,1.277819412029205832601760058,0,6,2,1,1,3,1,1,0,0,0,1,1,0,0,1,0

53.569,ins1 end produce to c1_ws3,0.1120050775635162127349773190,0.03733502585450540424499243966,0.01866751292725270212249621983,0E+3,0.01866751292725270212249621983,0E+3,0.000,-9.154,53.569,53.569,53.569,0.3227612985121992196979596408,0.1340327428176744012395228584,0,1.114039836472586757266329407,0,6,2,1,0,3,1,1,1,0,0,1,1,0,0,1,0

53.569,ins1 started,0.1306725904907689148574735388,0.03733502585450540424499243966,0.01866751292725270212249621983,0E+3,0.01866751292725270212249621983,0E+3,0.000,-9.154,53.569,53.569,53.569,0.3227612985121992196979596408,0.1340327428176744012395228584,0,1.114039836472586757266329407,0,7,2,1,1,3,1,1,1,0,0,1,1,0,0,1,0

54.235,ws1 end produce to p1,0.1290679450539319627546787130,0.03687655572969484650133677515,0.01843827786484742325066838757,0.01843827786484742325066838757,0.01843827786484742325066838757,0E+3,-8.060,-8.488,54.235,54.235,54.235,0.3310777173412003318890015673,0.1446667281275928828247441689,0.01227989305798838388494514612,1.100359546418364524753388034,0,7,2,1,1,3,1,1,1,0,0,0,1,0,1,1,0

54.235,ws1 started,0.1290679450539319627546787130,0.03687655572969484650133677515,0.01843827786484742325066838757,0.01843827786484742325066838757,0.01843827786484742325066838757,0E+3,-8.060,-8.488,54.235,54.235,54.235,0.3310777173412003318890015673,0.1446667281275928828247441689,0.01227989305798838388494514612,1.100359546418364524753388034,0,7,2,1,1,3,0,1,1,0,0,1,1,0,1,1,0

62.295,ins1 end produce to c1_ws1,0.1123685689060117184364716269,0.03210530540171763383899189341,0.01605265270085881691949594671,0.01605265270085881691949594671,0.01605265270085881691949594671,0E+3,0.000,-0.428,62.295,62.295,62.295,0.2882414318966209166064692190,0.2553334938598603419215025283,0.1400754474676940364395216309,0.9579902078818524761216791075,0,7,2,1,0,3,1,1,1,0,0,1,1,0,1,1,0

62.295,ins1 started,0.1284212216068705353559675736,0.03210530540171763383899189341,0.01605265270085881691949594671,0.01605265270085881691949594671,0.01605265270085881691949594671,0E+3,0.000,-0.428,62.295,62.295,62.295,0.2882414318966209166064692190,0.2553334938598603419215025283,0.1400754474676940364395216309,0.9579902078818524761216791075,0,8,2,1,1,3,1,1,1,0,0,1,1,0,1,1,0

62.723,ins2 end produce to c3_ws3,0.1275449197264161471868373643,0.03188622993160403679670934107,0.01594311496580201839835467054,0.01594311496580201839835467054,0.01594311496580201839835467054,0E+3,-3.493,0.000,62.723,62.723,62.723,0.2930982255313043062353522631,0.2604148398514101685187251885,0.1459432743969516764185386541,0.9514532149291328539770100282,0,8,2,1,1,0,1,1,1,0,1,1,1,0,1,1,0

62.723,ins2 started for c3,0.1275449197264161471868373643,0.03188622993160403679670934107,0.03188622993160403679670934107,0.01594311496580201839835467054,0.01594311496580201839835467054,0E+3,-3.493,0.000,62.723,62.723,62.723,0.2930982255313043062353522631,0.2604148398514101685187251885,0.1459432743969516764185386541,0.9514532149291328539770100282,0,8,2,2,1,3,1,1,1,0,1,1,1,0,1,1,0

62.723,ws3 started,0.1275449197264161471868373643,0.03188622993160403679670934107,0.03188622993160403679670934107,0.01594311496580201839835467054,0.01594311496580201839835467054,0E+3,-3.493,-1.829,62.723,62.723,62.723,0.2930982255313043062353522631,0.2604148398514101685187251885,0.1459432743969516764185386541,0.9514532149291328539770100282,0,8,2,2,1,3,1,1,0,0,0,1,1,1,1,1,0

64.552,ins2 end produce to c3_ws3,0.1239310943115627710992688065,0.03098277357789069277481720164,0.03098277357789069277481720164,0.01549138678894534638740860082,0.01549138678894534638740860082,0E+3,-1.664,0.000,64.552,64.552,64.552,0.3131274011649522865286900483,0.2813700582476143264345024167,0.1418081546660057008303383319,0.9244949807906803817077704796,0,8,2,2,1,0,1,1,0,0,1,1,1,1,1,1,0

64.552,ins2 started for c2,0.1239310943115627710992688065,0.04647416036683603916222580245,0.03098277357789069277481720164,0.01549138678894534638740860082,0.01549138678894534638740860082,0E+3,-1.664,0.000,64.552,64.552,64.552,0.3131274011649522865286900483,0.2813700582476143264345024167,0.1418081546660057008303383319,0.9244949807906803817077704796,0,8,3,2,1,2,1,1,0,0,1,1,1,1,1,1,0

65.637,ws1 end produce to p1,0.1218824748236512942395295336,0.04570592805886923533982357512,0.03047061870591282355988238341,0.03047061870591282355988238341,0.01523530935295641177994119171,0E+3,-0.579,-21.608,65.637,65.637,65.637,0.3244816185992656580891875010,0.2932492344257050139403080580,0.1394640218169629934335816689,0.9092127915657327422033304386,0.01653031064795770678123619300,8,3,2,1,2,1,1,0,0,1,0,1,1,2,1,0

65.637,ws1 started,0.1218824748236512942395295336,0.04570592805886923533982357512,0.03047061870591282355988238341,0.03047061870591282355988238341,0.01523530935295641177994119171,0E+3,-0.579,-21.608,65.637,65.637,65.637,0.3244816185992656580891875010,0.2932492344257050139403080580,0.1394640218169629934335816689,0.9092127915657327422033304386,0.01653031064795770678123619300,8,3,2,1,2,0,1,0,0,1,1,1,1,2,1,0

66.216,ins1 end produce to c1_ws1,0.1208167210341911320526760904,0.04530627038782167451975353389,0.03020418025854778301316902259,0.03020418025854778301316902259,0.01510209012927389150658451130,0E+3,0.000,-21.029,66.216,66.216,66.216,0.3216443155732753413072369216,0.2994291409931134469010511055,0.1382445330433732028512746164,0.9012625347348072973299504651,0.02512987797511175546695662680,8,3,2,0,2,1,1,0,0,1,1,1,1,2,1,0

66.216,ins1 started,0.1359188111634650235592606017,0.04530627038782167451975353389,0.03020418025854778301316902259,0.03020418025854778301316902259,0.01510209012927389150658451130,0E+3,0.000,-21.029,66.216,66.216,66.216,0.3216443155732753413072369216,0.2994291409931134469010511055,0.1382445330433732028512746164,0.9012625347348072973299504651,0.02512987797511175546695662680,9,3,2,1,2,1,1,0,0,1,1,1,1,2,1,0

71.009,ins1 end produce to c1_ws3,0.1267444971764142573476601558,0.04224816572547141911588671858,0.02816544381698094607725781239,0.02816544381698094607725781239,0.01408272190849047303862890619,0E+3,0.000,-16.236,71.009,71.009,71.009,0.3674322973144249320508667915,0.3467166133870354462110436705,0.1289132363503217901956090073,0.8404286780548944499992958639,0.09093213536312298441042684730,9,3,2,0,2,1,1,1,0,1,1,1,1,2,1,0

71.009,ins1 started,0.1408272190849047303862890619,0.04224816572547141911588671858,0.02816544381698094607725781239,0.02816544381698094607725781239,0.01408272190849047303862890619,0E+3,0.000,-16.236,71.009,71.009,71.009,0.3674322973144249320508667915,0.3467166133870354462110436705,0.1289132363503217901956090073,0.8404286780548944499992958639,0.09093213536312298441042684730,10,3,2,1,2,1,1,1,0,1,1,1,1,2,1,0

71.586,ws1 end produce to p1,0.1396921185706702427849020758,0.04190763557120107283547062275,0.02793842371413404855698041516,0.04190763557120107283547062275,0.01396921185706702427849020758,0E+3,-16.128,-15.659,71.586,71.586,71.586,0.3725309418042634034587768558,0.3519822311625178107451177605,0.1359344005811192132539882100,0.8336546252060458748917386081,0.09825943620260944877490012014,10,3,2,1,2,1,1,1,0,1,0,1,1,3,1,0

71.586,ws1 started,0.1396921185706702427849020758,0.04190763557120107283547062275,0.02793842371413404855698041516,0.04190763557120107283547062275,0.01396921185706702427849020758,0E+3,-16.128,-15.659,71.586,71.586,71.586,0.3725309418042634034587768558,0.3519822311625178107451177605,0.1359344005811192132539882100,0.8336546252060458748917386081,0.09825943620260944877490012014,10,3,2,1,2,0,1,1,0,1,1,1,1,3,1,0

72.126,ws3 end produce to p3,0.1386462579374982669217757813,0.04159387738124948007653273438,0.02772925158749965338435515625,0.04159387738124948007653273438,0.01386462579374982669217757813,0.01386462579374982669217757813,-15.588,-15.119,72.126,72.126,72.126,0.3697418406677203782269916535,0.3568338740537392895765743283,0.1424035715276044699553559049,0.8274131381194021573357735075,0.1050106757618611873665529767,10,3,2,1,2,0,1,1,0,1,1,1,0,3,1,1

72.126,ws3 started,0.1386462579374982669217757813,0.04159387738124948007653273438,0.02772925158749965338435515625,0.04159387738124948007653273438,0.01386462579374982669217757813,0.01386462579374982669217757813,-15.588,-15.119,72.126,72.126,72.126,0.3697418406677203782269916535,0.3568338740537392895765743283,0.1424035715276044699553559049,0.8274131381194021573357735075,0.1050106757618611873665529767,10,3,2,1,2,0,1,0,0,0,1,1,1,3,1,1

87.245,ins2 end produce to c2_ws2,0.1146197489827497277780961660,0.03438592469482491833342884979,0.02292394979654994555561923319,0.03438592469482491833342884979,0.01146197489827497277780961660,0.01146197489827497277780961660,-0.469,0.000,87.245,87.245,87.245,0.3056679465871969740386268554,0.4682904464439222878101896957,0.1177259441801822454008825721,0.6840277379792538254341222993,0.08681299787953464381913003611,10,3,2,1,0,0,1,0,1,0,1,1,1,3,1,1

87.245,ins2 started for c2,0.1146197489827497277780961660,0.04584789959309989111123846639,0.02292394979654994555561923319,0.03438592469482491833342884979,0.01146197489827497277780961660,0.01146197489827497277780961660,-0.469,0.000,87.245,87.245,87.245,0.3056679465871969740386268554,0.4682904464439222878101896957,0.1177259441801822454008825721,0.6840277379792538254341222993,0.08681299787953464381913003611,10,4,2,1,2,0,1,0,1,0,1,1,1,3,1,1

87.714,ins1 end produce to c1_ws1,0.1140068860159153612878217844,0.04560275440636614451512871377,0.02280137720318307225756435689,0.03420206580477460838634653533,0.01140068860159153612878217844,0.01140068860159153612878217844,0.000,-0.283,87.714,87.714,87.714,0.3040335636272430854823631347,0.4711334564607702305219235242,0.1170964726269466675787217548,0.6857172173199261235378616868,0.08634881546845429463939621953,10,4,2,0,2,1,1,0,1,0,1,1,1,3,1,1

87.714,ins1 started,0.1254075746175068974166039629,0.04560275440636614451512871377,0.02280137720318307225756435689,0.03420206580477460838634653533,0.01140068860159153612878217844,0.01140068860159153612878217844,0.000,-0.283,87.714,87.714,87.714,0.3040335636272430854823631347,0.4711334564607702305219235242,0.1170964726269466675787217548,0.6857172173199261235378616868,0.08634881546845429463939621953,11,4,2,1,2,1,1,0,1,0,1,1,1,3,1,1

87.997,ins2 end produce to c2_ws2,0.1250042615089150766503403525,0.04545609509415093696376012819,0.02272804754707546848188006409,0.03409207132061320272282009614,0.01136402377353773424094003205,0.01136402377353773424094003205,-15.955,0.000,87.997,87.997,87.997,0.3062718047206154755275748037,0.4728343011693580462970328534,0.1167198881780060683886950692,0.6867279566348852801800061366,0.08607111606077479914087980272,11,4,2,1,0,1,1,0,2,0,1,1,1,3,1,1

87.997,ins2 started for c3,0.1250042615089150766503403525,0.04545609509415093696376012819,0.03409207132061320272282009614,0.03409207132061320272282009614,0.01136402377353773424094003205,0.01136402377353773424094003205,-15.955,0.000,87.997,87.997,87.997,0.3062718047206154755275748037,0.4728343011693580462970328534,0.1167198881780060683886950692,0.6867279566348852801800061366,0.08607111606077479914087980272,11,4,3,1,3,1,1,0,2,0,1,1,1,3,1,1

92.585,ws2 end produce to p2,0.1188097423988767078900469839,0.04320354269050062105092617595,0.03240265701787546578819463196,0.03240265701787546578819463196,0.02160177134525031052546308797,0.01080088567262515526273154399,-11.367,-17.980,92.585,92.585,92.585,0.3406491332289247718312901658,0.4989577145325916725171464060,0.1109358967435329697035156883,0.7518064481287465572176918507,0.08180590808446292595992871415,11,4,3,1,3,1,1,0,2,0,1,0,1,3,2,1

92.585,ws2 started,0.1188097423988767078900469839,0.04320354269050062105092617595,0.03240265701787546578819463196,0.03240265701787546578819463196,0.02160177134525031052546308797,0.01080088567262515526273154399,-11.367,-17.980,92.585,92.585,92.585,0.3406491332289247718312901658,0.4989577145325916725171464060,0.1109358967435329697035156883,0.7518064481287465572176918507,0.08180590808446292595992871415,11,4,3,1,3,1,0,0,1,0,1,1,1,3,2,1

98.539,ws1 end produce to p1,0.1116309278559758065334537594,0.04059306467490029328489227615,0.03044479850617521996366920712,0.04059306467490029328489227615,0.02029653233745014664244613808,0.01014826616872507332122306904,-5.413,-12.026,98.539,98.539,98.539,0.3804889434640091740326165275,0.4688093039304234871472208973,0.1042328418189752280822821421,0.7668029917088665401516150966,0.07686296796192370533494352490,11,4,3,1,3,1,0,0,1,0,0,1,1,4,2,1

98.539,ws1 started,0.1116309278559758065334537594,0.04059306467490029328489227615,0.03044479850617521996366920712,0.04059306467490029328489227615,0.02029653233745014664244613808,0.01014826616872507332122306904,-5.413,-12.026,98.539,98.539,98.539,0.3804889434640091740326165275,0.4688093039304234871472208973,0.1042328418189752280822821421,0.7668029917088665401516150966,0.07686296796192370533494352490,11,4,3,1,3,0,0,0,1,0,1,1,1,4,2,1

103.952,ins1 end produce to c1_ws1,0.1058180698784054178851777744,0.03847929813760197014006464522,0.02885947360320147760504848392,0.03847929813760197014006464522,0.01923964906880098507003232261,0.009619824534400492535016161305,0.000,-6.613,103.952,103.952,103.952,0.3606760812682776666153609358,0.4443974141911651531476065877,0.09880521779282745882715099277,0.7789460520240110820378636294,0.07286055102354933046021240573,11,4,3,0,3,1,0,0,1,0,1,1,1,4,2,1

103.952,ins1 started,0.1154378944128059104201939357,0.03847929813760197014006464522,0.02885947360320147760504848392,0.03847929813760197014006464522,0.01923964906880098507003232261,0.009619824534400492535016161305,0.000,-6.613,103.952,103.952,103.952,0.3606760812682776666153609358,0.4443974141911651531476065877,0.09880521779282745882715099277,0.7789460520240110820378636294,0.07286055102354933046021240573,12,4,3,1,3,1,0,0,1,0,1,1,1,4,2,1

105.828,ws1 end produce to p1,0.1133915409910420682617076766,0.03779718033034735608723589220,0.02834788524776051706542691915,0.04724647541293419510904486525,0.01889859016517367804361794610,0.009449295082586839021808973051,-10.845,-4.737,105.828,105.828,105.828,0.3720092981063612654495974600,0.4365196356351816154514873190,0.09705370979324942359299996220,0.7828646482972370261178516083,0.07156896095551271875118116189,12,4,3,1,3,1,0,0,1,0,0,1,1,5,2,1

105.828,ws1 started,0.1133915409910420682617076766,0.03779718033034735608723589220,0.02834788524776051706542691915,0.04724647541293419510904486525,0.01889859016517367804361794610,0.009449295082586839021808973051,-10.845,-4.737,105.828,105.828,105.828,0.3720092981063612654495974600,0.4365196356351816154514873190,0.09705370979324942359299996220,0.7828646482972370261178516083,0.07156896095551271875118116189,12,4,3,1,3,0,0,0,1,0,1,1,1,5,2,1

110.565,ins2 end produce to c3_ws3,0.1085334418667752001085334419,0.03617781395559173336951114729,0.02713336046669380002713336047,0.04522226744448966671188893411,0.01808890697779586668475557364,0.009044453488897933342377786822,-6.108,0.000,110.565,110.565,110.565,0.3560710894044227377560710894,0.4178175733731289286844842400,0.09289558178447067335956224845,0.7921675032786143897255008366,0.06850269072491294713516935739,12,4,3,1,0,0,0,0,1,1,1,1,1,5,2,1

110.565,ins2 started for c3,0.1085334418667752001085334419,0.03617781395559173336951114729,0.03617781395559173336951114729,0.04522226744448966671188893411,0.01808890697779586668475557364,0.009044453488897933342377786822,-6.108,0.000,110.565,110.565,110.565,0.3560710894044227377560710894,0.4178175733731289286844842400,0.09289558178447067335956224845,0.7921675032786143897255008366,0.06850269072491294713516935739,12,4,4,1,3,0,0,0,1,1,1,1,1,5,2,1

111.409,ins2 end produce to c3_ws3,0.1077112262025509608738970819,0.03590374206751698695796569397,0.03590374206751698695796569397,0.04487967758439623369745711747,0.01795187103375849347898284699,0.008975935516879246739491423494,-5.264,0.000,111.409,111.409,111.409,0.3533736053640190648870378515,0.4146523171377536823775457997,0.09219183369386674326131641070,0.7937419777576317891732265795,0.07555942518108949905303880297,12,4,4,1,0,0,0,0,1,2,1,1,1,5,2,1

116.673,ins1 end produce to c1_ws1,0.1028515594867707181610141164,0.03428385316225690605367137213,0.03428385316225690605367137213,0.04285481645282113256708921516,0.01714192658112845302683568606,0.008570963290564226513417843031,0.000,5.264,116.673,116.673,116.673,0.3374302537862230336067470623,0.3959442201709050080138506767,0.08803236395738517051931466578,0.8030478345461246389481713850,0.1623854705030298355232144541,12,4,4,0,0,1,0,0,1,2,1,1,1,5,2,1

116.673,ins1 started,0.1114225227773349446744319594,0.03428385316225690605367137213,0.03428385316225690605367137213,0.04285481645282113256708921516,0.01714192658112845302683568606,0.008570963290564226513417843031,0.000,5.264,116.673,116.673,116.673,0.3374302537862230336067470623,0.3959442201709050080138506767,0.08803236395738517051931466578,0.8030478345461246389481713850,0.1623854705030298355232144541,13,4,4,1,0,1,0,0,1,2,1,1,1,5,2,1

122.033,ws1 end produce to p1,0.1065285619463587718076258061,0.03277801906041808363311563266,0.03277801906041808363311563266,0.04916702859062712544967344899,0.01638900953020904181655781633,0.008194504765104520908278908164,-5.044,10.624,122.033,122.033,122.033,0.3665320036383601157064072833,0.3785533421287684478788524416,0.08416575844238853424893266575,0.8116984750026632140486589693,0.2430981783615907172650020896,13,4,4,1,0,1,0,0,1,2,0,1,1,6,2,1

122.033,ws1 started,0.1065285619463587718076258061,0.03277801906041808363311563266,0.03277801906041808363311563266,0.04916702859062712544967344899,0.01638900953020904181655781633,0.008194504765104520908278908164,-5.044,10.624,122.033,122.033,122.033,0.3665320036383601157064072833,0.3785533421287684478788524416,0.08416575844238853424893266575,0.8116984750026632140486589693,0.2430981783615907172650020896,13,4,4,1,0,0,0,0,1,2,1,1,1,6,2,1

127.077,ins1 end produce to c1_ws1,0.1023001802057020546597732084,0.03147697852483140143377637181,0.03147697852483140143377637181,0.04721546778724710215066455771,0.01573848926241570071688818590,0.007869244631207850358444092952,0.000,15.668,127.077,127.077,127.077,0.3519834431092959386828458336,0.3635276249832778551586833180,0.08082501160713583103157927871,0.8191726276194748066133131881,0.3128339510690368831495864712,13,4,4,0,0,1,0,0,1,2,1,1,1,6,2,1

127.077,ins1 started,0.1101694248369099050182173013,0.03147697852483140143377637181,0.03147697852483140143377637181,0.04721546778724710215066455771,0.01573848926241570071688818590,0.007869244631207850358444092952,0.000,15.668,127.077,127.077,127.077,0.3519834431092959386828458336,0.3635276249832778551586833180,0.08082501160713583103157927871,0.8191726276194748066133131881,0.3128339510690368831495864712,14,4,4,1,0,1,0,0,1,2,1,1,1,6,2,1

131.461,ws1 end produce to p1,0.1064954625326142354006131096,0.03042727500931835297160374560,0.03042727500931835297160374560,0.05324773126630711770030655480,0.01521363750465917648580187280,0.007606818752329588242900936399,-8.337,20.052,131.461,131.461,131.461,0.3735936893831630673735936894,0.3514045990826176584690516579,0.07812963540517720084283551776,0.8252029118902183917663793825,0.3690980595005362807220392360,14,4,4,1,0,1,0,0,1,2,0,1,1,7,2,1

131.461,ws1 started,0.1064954625326142354006131096,0.03042727500931835297160374560,0.03042727500931835297160374560,0.05324773126630711770030655480,0.01521363750465917648580187280,0.007606818752329588242900936399,-8.337,20.052,131.461,131.461,131.461,0.3735936893831630673735936894,0.3514045990826176584690516579,0.07812963540517720084283551776,0.8252029118902183917663793825,0.3690980595005362807220392360,14,4,4,1,0,0,0,0,1,2,1,1,1,7,2,1

139.798,ins1 end produce to c1_ws1,0.1001444941987725146282493312,0.02861271262822071846521409462,0.02861271262822071846521409462,0.05007224709938625731412466559,0.01430635631411035923260704731,0.007153178157055179616303523656,0.000,28.389,139.798,139.798,139.798,0.3513140388274510364955149573,0.3304482181433210775547575788,0.07347029285111374983905349147,0.8356271191290290275969613299,0.4663586031273694902645245282,14,4,4,0,0,1,0,0,1,2,1,1,1,7,2,1

139.798,ins1 started,0.1072976723558276942445528548,0.02861271262822071846521409462,0.02861271262822071846521409462,0.05007224709938625731412466559,0.01430635631411035923260704731,0.007153178157055179616303523656,0.000,28.389,139.798,139.798,139.798,0.3513140388274510364955149573,0.3304482181433210775547575788,0.07347029285111374983905349147,0.8356271191290290275969613299,0.4663586031273694902645245282,15,4,4,1,0,1,0,0,1,2,1,1,1,7,2,1

145.166,ws1 end produce to p1,0.1033299808495102158907733216,0.02755466155986939090420621909,0.02755466155986939090420621909,0.05510932311973878180841243817,0.01377733077993469545210310954,0.006888665389967347726051554772,-8.535,33.757,145.166,145.166,145.166,0.3753013791108110714630147555,0.3182287863549315955526776242,0.07075348222035462849427551906,0.8417053580039403166030613229,0.5230701403910006475345466569,15,4,4,1,0,1,0,0,1,2,0,1,1,8,2,1

145.166,ws1 started,0.1033299808495102158907733216,0.02755466155986939090420621909,0.02755466155986939090420621909,0.05510932311973878180841243817,0.01377733077993469545210310954,0.006888665389967347726051554772,-8.535,33.757,145.166,145.166,145.166,0.3753013791108110714630147555,0.3182287863549315955526776242,0.07075348222035462849427551906,0.8417053580039403166030613229,0.5230701403910006475345466569,15,4,4,1,0,0,0,0,1,2,1,1,1,8,2,1

153.701,ins1 end produce to c1_ws1,0.09759207812571160890299998048,0.02602455416685642904079999480,0.02602455416685642904079999480,0.05204910833371285808159998959,0.01301227708342821452039999740,0.006506138541714107260199998699,0.000,42.292,153.701,153.701,153.701,0.3544609338911262776429561291,0.3005575760730248989921991399,0.06682454896194559566951418664,0.8504954424499515292678642299,0.6050838966564954034131202790,15,4,4,0,0,1,0,0,1,2,1,1,1,8,2,1

153.701,ins1 started,0.1040982166674257161631999792,0.02602455416685642904079999480,0.02602455416685642904079999480,0.05204910833371285808159998959,0.01301227708342821452039999740,0.006506138541714107260199998699,0.000,42.292,153.701,153.701,153.701,0.3544609338911262776429561291,0.3005575760730248989921991399,0.06682454896194559566951418664,0.8504954424499515292678642299,0.6050838966564954034131202790,16,4,4,1,0,1,0,0,1,2,1,1,1,8,2,1

157.898,ws1 end produce to p1,0.1013312391543908092566086968,0.02533280978859770231415217419,0.02533280978859770231415217419,0.05699882202434483020684239192,0.01266640489429885115707608709,0.006333202447149425578538043547,-7.746,46.489,157.898,157.898,157.898,0.3716196531938339940974553193,0.2925686202485148640261434597,0.06504832233467175011716424527,0.8544693409669533496307742973,0.6421613953311631559614434635,16,4,4,1,0,1,0,0,1,2,0,1,1,9,2,1

